row_id,IAJD_id,family_table,canonical_smiles,predicted_pKa,measured_pKa_v21,family_v21,pka_source
1156,IAJD199,sSS-Nonsym,CCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCC)c1,6.439662681579589,6.41,sSS-Nonsym,v21_loo
1157,IAJD200,sSS-Nonsym,CCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCC)c1,6.491076477241516,6.17,sSS-Nonsym,v21_loo
1158,IAJD201,sSS-Nonsym,CCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCC)c1,6.495660837364197,6.27,sSS-Nonsym,v21_loo
1159,IAJD202,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCC)c1,6.432558809280395,6.24,sSS-Nonsym,v21_loo
1160,IAJD203,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCC)c1,6.499641116333008,6.35,sSS-Nonsym,v21_loo
1161,IAJD204,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCC)c1,6.4935672599792476,6.26,sSS-Nonsym,v21_loo
1162,IAJD205,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCC)c1,6.429330192565917,6.27,sSS-Nonsym,v21_loo
1163,IAJD206,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCC)c1,6.493325598907471,6.28,sSS-Nonsym,v21_loo
1164,IAJD207,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCC)c1,6.486075814437866,6.14,sSS-Nonsym,v21_loo
1165,IAJD208,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCC(CC)CCCC)c1,6.395625840796461,6.2,sSS-Nonsym,v21_loo
1166,IAJD209,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1,6.373950613526124,6.26,sSS-Nonsym,v21_loo
1167,IAJD210,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCC)c1,6.431181941986083,6.19,sSS-Nonsym,v21_loo
1168,IAJD211,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCC)c1,6.4911381561279295,6.1,sSS-Nonsym,v21_loo
1169,IAJD212,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCC)c1,6.437130199432373,6.26,sSS-Nonsym,v21_loo
1170,IAJD213,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCC)c1,6.4894154865264895,6.05,sSS-Nonsym,v21_loo
1171,IAJD214,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCCCC)c1,6.42785242652893,6.23,sSS-Nonsym,v21_loo
1172,IAJD215,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCC)c1,6.492322595787048,6.3,sSS-Nonsym,v21_loo
1173,IAJD216,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCC(CC)CCCC)c1,6.395682074690117,6.26,sSS-Nonsym,v21_loo
1174,IAJD217,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1,6.384920332925312,6.2,sSS-Nonsym,v21_loo
1175,IAJD218,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCC)c1,6.43310726737976,6.26,sSS-Nonsym,v21_loo
1176,IAJD219,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCC)c1,6.496113880348205,6.35,sSS-Nonsym,v21_loo
1177,IAJD220,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCC)c1,6.432787810325622,6.26,sSS-Nonsym,v21_loo
1178,IAJD221,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCC)c1,6.493296035003662,6.22,sSS-Nonsym,v21_loo
1179,IAJD222,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCCCC)c1,6.442556439399718,6.39,sSS-Nonsym,v21_loo
1180,IAJD223,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCC)c1,6.501927741241455,6.46,sSS-Nonsym,v21_loo
1181,IAJD224,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCCCCCC)c1,6.4396657571792595,6.33,sSS-Nonsym,v21_loo
1182,IAJD225,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCCCC)c1,6.501099308204651,6.36,sSS-Nonsym,v21_loo
1183,IAJD226,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCCCCCC)c1,6.441279779434203,6.46,sSS-Nonsym,v21_loo
1184,IAJD227,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCCCC)c1,6.504449113082885,6.49,sSS-Nonsym,v21_loo
1185,IAJD228,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCC(CC)CCCC)c1,6.375760011393203,6.56,sSS-Nonsym,v21_loo
1186,IAJD229,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1,6.373231227114631,6.3,sSS-Nonsym,v21_loo
1187,IAJD230,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCC)c1,6.436513195991515,6.3,sSS-Nonsym,v21_loo
1188,IAJD231,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCC)c1,6.491821010780335,5.95,sSS-Nonsym,v21_loo
1189,IAJD232,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCC)c1,6.433468185424804,6.28,sSS-Nonsym,v21_loo
1190,IAJD233,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCC)c1,6.49482980556488,6.31,sSS-Nonsym,v21_loo
1191,IAJD234,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCCCC)c1,6.437042056083678,6.35,sSS-Nonsym,v21_loo
1192,IAJD235,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCC)c1,6.4913294870376586,6.24,sSS-Nonsym,v21_loo
1193,IAJD236,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCC(CC)CCCC)c1,6.391725553988105,6.34,sSS-Nonsym,v21_loo
1194,IAJD237,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1,6.377745283631104,6.26,sSS-Nonsym,v21_loo
1195,IAJD238,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCC)c1,6.432800565719604,6.25,sSS-Nonsym,v21_loo
1196,IAJD239,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCC)c1,6.490205319595336,6.22,sSS-Nonsym,v21_loo
1197,IAJD240,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCC)c1,6.431834589004516,6.29,sSS-Nonsym,v21_loo
1198,IAJD241,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCC)c1,6.497700985145569,6.33,sSS-Nonsym,v21_loo
1199,IAJD242,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCCCCCCC)c1,6.4373258934020985,6.31,sSS-Nonsym,v21_loo
1200,IAJD243,sSS-Nonsym,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCCCCC)c1,6.497660620880127,6.34,sSS-Nonsym,v21_loo
1201,IAJD244,sSS-Nonsym,CCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCC)c1,6.436024819374084,6.3,sSS-Nonsym,v21_loo
1202,IAJD245,sSS-Nonsym,CCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCC)c1,6.501086672019959,6.4,sSS-Nonsym,v21_loo
1203,IAJD246,sSS-Nonsym,CCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCC(CC)CCCC)c1,6.390857308064976,6.32,sSS-Nonsym,v21_loo
1204,IAJD247,sSS-Nonsym,CCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1,6.371496909112801,6.39,sSS-Nonsym,v21_loo
1205,IAJD_248,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.390238777351381,6.35,PE-Tris,v21_loo
1206,IAJD_249,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.390238777351381,6.35,PE-Tris,v21_loo
1207,IAJD_250,PE-Tris,CCCCCCCCCCCOCC(COCCCCCCCCCCC)(COCCCCCCCCCCC)COC(=O)CCCN1CCN(C)CC1,6.320951322427119,6.35,PE-Tris,v21_loo
1208,IAJD_251,PE-Tris,CCCCCCCCCCCOCC(COCCCCCCCCCCC)(COCCCCCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.376751565933228,6.56,PE-Tris,v21_loo
1209,IAJD_253,GA-Tris,CCCCC(CC)COc1cc(COC(=O)CCCN2CCN(CCOCCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.38797416953968,6.37,GA-Tris,v21_loo
1210,IAJD263,sSS-Nonsym,CCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCC)c1,6.4488048896789545,6.48,sSS-Nonsym,v21_loo
1211,IAJD264,sSS-Nonsym,CCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCCC)c1,6.5118671972274775,6.54,sSS-Nonsym,v21_loo
1212,IAJD265,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(C)CC2)cc(OCCCCCCCCCCCCCCCCC)c1,6.445277081489563,6.54,sSS-Nonsym,v21_loo
1213,IAJD266,sSS-Nonsym,CCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCCCCC)c1,6.5051738578796385,6.52,sSS-Nonsym,v21_loo
1214,IAJD267,sSS-Nonsym,CCCCCCCCCOC1=CCCN(CCO)CCN2CCCC(=O)OCC(=C1)C=C2OCCCCCCCCC,6.392225545912797,6.52,sSS-Nonsym,v21_loo
1215,IAJD268,sSS-Nonsym,CCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCC)c1,6.511482985687255,6.5,sSS-Nonsym,v21_loo
1216,IAJD269,sSS-Nonsym,CCCCCCCCCCCCCOC1=CCCN(C)CCN2CCCC(=O)OCC(=C1)C=C2OCCCCCCCCCCCCC,6.355548924370224,6.5,sSS-Nonsym,v21_loo
1217,IAJD270,sSS-Nonsym,CCCCCCCCCCCCCOC1=CCCN(CCO)CCN2CCCC(=O)OCC(=C1)C=C2OCCCCCCCCCCCCC,6.396971374246396,6.5,sSS-Nonsym,v21_loo
1218,IAJD271,sSS-Nonsym,CCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCC)c1,6.503336985778809,6.45,sSS-Nonsym,v21_loo
1219,IAJD272,sSS-Nonsym,CCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCCCCCCCCCCCCCCC)c1,6.50454226322174,6.48,sSS-Nonsym,v21_loo
1220,IAJD_273,PE-Tris,CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCCCCCCCCCCC)COC(=O)CCCN1CCN(CCOCC)CC1,,,PE-Tris,no_pka_no_proxy
1221,IAJD_274,PE-Tris,CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCCCCCCCCCCC)COC(=O)CCCN1CCN(CCOCCO)CC1,6.312004090651568,6.21,PE-Tris,v21_loo
1222,IAJD_275,PE-Tris,CCCCCCCCCOCC(COCCCCCCCCC)(COCCCCCCCCC)COC(=O)CCCN1CCN(C)CC1,6.319688424040364,6.45,PE-Tris,v21_loo
1223,IAJD_276,PE-Tris,CCCCCCCCCOCC(COCCCCCCCCC)(COCCCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.387486544990541,6.44,PE-Tris,v21_loo
1224,IAJD_277,PE-Tris,CCCCCCCCCCOCC(COCCCCCCCCCC)(COCCCCCCCCCC)COC(=O)CCCN1CCN(C)CC1,6.3196771706834305,6.45,PE-Tris,v21_loo
1225,IAJD_278,PE-Tris,CCCCCCCCCCOCC(COCCCCCCCCCC)(COCCCCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.376401832389832,6.57,PE-Tris,v21_loo
1226,IAJD_279,PE-Tris,CCCCCCCCCCCCCOCC(COCCCCCCCCCCCCC)(COCCCCCCCCCCCCC)COC(=O)CCCN1CCN(C)CC1,6.34394075032455,6.1,PE-Tris,v21_loo
1227,IAJD_280,PE-Tris,CCCCCCCCCCCCCOCC(COCCCCCCCCCCCCC)(COCCCCCCCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.3979001674652105,6.26,PE-Tris,v21_loo
1228,IAJD282,PE-Tris,CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCCCCCCCCCCCCCC)COC(=O)CCCN1CCN(C)CC1,6.319280778733115,6.31,PE-Tris,v21_loo
1229,IAJD_283,PE-Tris,CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCCCCCCCCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.421928590202333,6.09,PE-Tris,v21_loo
1230,IAJD_284,PE-Tris,CCCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCCC)(COCCCCCCCCCCCCCCC)COC(=O)CCCN1CCN(C)CC1,6.323966085282188,6.31,PE-Tris,v21_loo
1231,IAJD_285,PE-Tris,CCCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCCC)(COCCCCCCCCCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.37617507762909,6.5,PE-Tris,v21_loo
1232,IAJD_287,PE-Tris,CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COC(=O)CCCN1CCN(CCOCCO)CC1,6.273484809348905,6.48,PE-Tris,v21_loo
1233,IAJD_288,PE-Tris,CCCCC(CC)COCC(COCC(CC)CCCC)(COCC(CC)CCCC)COC(=O)CCCN1CCN(CCOCCO)CC1,6.1523294459057185,6.31,PE-Tris,v21_loo
1234,IAJD_289,PE-Tris,CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COC(=O)CCCN1CCN(C)CC1,6.321455592568081,6.46,PE-Tris,v21_loo
1235,IAJD_290,PE-Tris,CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.392132602500916,6.42,PE-Tris,v21_loo
1236,IAJD_291,PE-Tris,CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.392132602500916,6.42,PE-Tris,v21_loo
1237,IAJD_292,PE-Tris,CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COC(=O)CCCN1CCN(CCOCCO)CC1,6.273484809348905,6.48,PE-Tris,v21_loo
1238,IAJD_294,Dialkoxybenzyl,CCCCC(CC)COc1cc(OCC(CC)CCCC)cc(C(=O)OCCCCN2CCN(C)CC2)c1,6.211077881805625,6.34,Dialkoxybenzyl,v21_loo
1239,IAJD_297,Dialkoxybenzyl,CCCCC(CC)COc1ccc(C(=O)OCCCCN2CCN(CCO)CC2)cc1OCC(CC)CCCC,,,Dialkoxybenzyl,no_pka_no_proxy
1240,IAJD_299,PE-Tris,CCCCCCOCC(COCCCCCC)(COCCCCCC)COC(=O)CCCN1CCN(CCO)CC1,6.3901446207046515,6.48,PE-Tris,v21_loo
1241,IAJD_300,GA-Tris,CCCCC(CC)COc1cc(C(=O)OCCCCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.279343359592298,6.46,GA-Tris,v21_loo
1242,IAJD_301,GA-Tris,CCCCC(CC)COc1cc(CNC(=O)CCCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.411008634598646,6.37,GA-Tris,v21_loo
1243,IAJD_308,Dialkoxybenzyl,CCCCCCCCCCCCCCCCCCOc1cc(OCCCCCCCCCCCCC)cc(C(=O)OCCCCN2CCN(C)CC2)c1,6.385890298977929,5.94,Dialkoxybenzyl,v21_loo
1244,IAJD_309,Dialkoxybenzyl,CCCCCCCCCCCCCCCCCCOc1cc(OCCCCCCCCCCCCC)cc(C(=O)OCCCCN2CCN(CCO)CC2)c1,6.321156375725434,6.24,Dialkoxybenzyl,v21_loo
1245,IAJD_310,Dialkoxybenzyl,CCCCCCCCCCCCCCCCCCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)ccc1OCCCCCCCCCCCCC,6.48983159577612,5.71,Dialkoxybenzyl,v21_loo
1246,IAJD_312,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CCCN1CCN(CCOCCO)CC1,6.302671701089223,6.28,PE-Tris,v21_loo
1247,IAJD_313,PE-Tris,CCCCC(CC)COCC(COCC(CC)CCCC)(COCC(CC)CCCC)COC(=O)CCN1CCN(CCO)CC1,6.159764905021282,6.05,PE-Tris,v21_loo
1248,IAJD_314,PE-Tris,CCCCC(CC)COCC(COCC(CC)CCCC)(COCC(CC)CCCC)COC(=O)CCN1CCN(CCOCCO)CC1,6.149742534941224,6.0,PE-Tris,v21_loo
1249,IAJD_317,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CCN1CCN(CCO)CC1,6.376916633415223,6.04,PE-Tris,v21_loo
1250,IAJD_318,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CCN1CCN(CCOCCO)CC1,6.219976874527445,5.98,PE-Tris,v21_loo
1251,IAJD_319,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CCCCN1CCN(CCO)CC1,6.386219416427613,6.38,PE-Tris,v21_loo
1252,IAJD_320,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CCCCN1CCN(CCOCCO)CC1,6.270043430898637,6.13,PE-Tris,v21_loo
1253,IAJD_321,GA-Tris,CCCCC(CC)COc1cc(COC(=O)CCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.359646224851328,6.44,GA-Tris,v21_loo
1254,IAJD_322,GA-Tris,CCCCC(CC)COc1cc(COC(=O)CCN2CCN(CCOCCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.38542895480159,6.24,GA-Tris,v21_loo
1255,IAJD_323,GA-Tris,CCCCC(CC)COc1cc(COC(=O)CCCCN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.386999280199255,6.51,GA-Tris,v21_loo
1256,IAJD_324,GA-Tris,CCCCC(CC)COc1cc(COC(=O)CCCCN2CCN(CCOCCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.354082957180553,6.51,GA-Tris,v21_loo
1257,IAJD_325,PE-Tris,CCCCC(CC)COCC(COCC(CC)CCCC)(COCC(CC)CCCC)COC(=O)CCCCN1CCN(CCO)CC1,6.168578566776738,6.36,PE-Tris,v21_loo
1258,IAJD_326,PE-Tris,CCCCC(CC)COCC(COCC(CC)CCCC)(COCC(CC)CCCC)COC(=O)CCCCN1CCN(CCOCCO)CC1,6.148068696224867,6.33,PE-Tris,v21_loo
1259,IAJD_329,GA-Tris,CCCCC(CC)COc1cc(COC(=O)CN2CCN(CCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.391287567484282,6.06,GA-Tris,v21_loo
1260,IAJD_330,GA-Tris,CCCCC(CC)COc1cc(COC(=O)CN2CCN(CCOCCO)CC2)cc(OCC(CC)CCCC)c1OCC(CC)CCCC,6.344996553658042,6.22,GA-Tris,v21_loo
1261,IAJD_331,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CN1CCN(CCO)CC1,6.251890386165638,5.97,PE-Tris,v21_loo
1262,IAJD_332,PE-Tris,CCCCCCCCOCC(COCCCCCCCC)(COCCCCCCCC)COC(=O)CN1CCN(CCOCCO)CC1,6.198644600587509,5.93,PE-Tris,v21_loo
1263,IAJD_333,PE-Tris,CCCCC(CC)COCC(COCC(CC)CCCC)(COCC(CC)CCCC)COC(=O)CN1CCN(CCO)CC1,6.127331596413604,5.92,PE-Tris,v21_loo
1264,IAJD_334,PE-Tris,CCCCC(CC)COCC(COCC(CC)CCCC)(COCC(CC)CCCC)COC(=O)CN1CCN(CCOCCO)CC1,6.118337146363126,5.87,PE-Tris,v21_loo
1274,IAJD_347,GA-Tris,CCCCC(CC)CCOc1cc(COC(=O)CCCN2CCN(CCOCCO)CC2)cc(OCCC(CC)CCCC)c1OCCC(CC)CCC,,,GA-Tris,no_pka_no_proxy
1275,IAJD_348,GA-Tris,CCCCC(CC)CCOc1cc(COC(=O)CCCN2CCN(CCO)CC2)cc(OCCC(CC)CCCC)c1OCCC(CC)CCC,,,GA-Tris,no_pka_no_proxy
1276,IAJD_365,GA-Tris,CCCCC(CC)CCOc1cc(COC(=O)CCN2CCN(CCOCCO)CC2)cc(OCCC(CC)CCCC)c1OCCC(CC)CCCC,,,GA-Tris,no_pka_no_proxy
1277,IAJD_366,GA-Tris,CCCCC(CC)CCOc1cc(COC(=O)CCN2CCN(CCO)CC2)cc(OCCC(CC)CCCC)c1OCCC(CC)CCC,,,GA-Tris,no_pka_no_proxy
1278,IAJD_367,GA-Tris,CCCCC(CC)CCOc1cc(COC(=O)CN2CCN(CCO)CC2)cc(OCCC(CC)CCCC)c1OCCC(CC)CCC,,,GA-Tris,no_pka_no_proxy
1279,IAJD_369,GA-Tris,CCCCC(CC)CCOc1cc(COC(=O)CN2CCN(CCOCCO)CC2)cc(OCCC(CC)CCCC)c1OCCC(CC)CCCC,,,GA-Tris,no_pka_no_proxy
1280,IAJD_372,GA-Tris,CCCCC(CC)CCOc1cc(COC(=O)CCCCN2CCN(CCO)CC2)cc(OCCC(CC)CCCC)c1OCCC(CC)CCCC,,,GA-Tris,no_pka_no_proxy
1281,IAJD_373,GA-Tris,CCCCC(CC)CCOc1cc(COC(=O)CCCCN2CCN(CCOCCO)CC2)cc(OCCC(CC)CCCC)c1OCCC(CC)CCCC,,,GA-Tris,no_pka_no_proxy
